"","HPC1552","HPC1553","HPC1555","HPC1556","HPC1560","HPC1561","HPC1563","HPC1564","HPC1565","HPC1567","HPC1568","HPC1569","HPC1570","HPC1571","HPC1572","HPC1573","HPC1574","HPC1576","HPC1577","HPC1578","HPC1579","HPC1580"
"594353f8734787e3110583910b418374",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"59df2c588f0059fa316d9fe920acff2f",0,0,0,4,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0
"5be4a273e1c77677b372ec4c640287e1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"5da6db7d5475532af1e5e5bffb5c75f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"5e0b1e533d803d7c69e76c2c42359773",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6038cbf29d9df32a9c04c69b9aec44cb",8,4,7,0,0,0,0,0,1,3,0,9,0,0,0,0,1,0,0,0,0,4
"61e69e1a969f3c88114b6681867e91c4",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61ee8c68c8935743ab3485315d93e44d",0,0,0,0,0,0,0,0,0,13,132,0,0,0,0,0,0,0,0,96,0,98
"622229ca182cb54d8b7d3800a52de41c",0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"62653027548ae1a31505cc56af3ae4cd",211,0,0,0,0,0,1,141,0,0,0,0,0,0,17,2,0,0,0,0,0,0
"628f583c3e17509bc0392a7c44f8a19e",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62e713a6820fa9b819ef575ab3014c5f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"632d5af6665c1e5661aab23b27715ee6",0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0
"634fc1119ef516c043248ec7ab7862b4",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"652177b74e1009d99f81843a80698de3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"656c933da831cb76a951cdf8e51581c7",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658263d1a05a1ce818b2886cb69ad587",0,0,0,0,0,1,3,6,0,0,0,0,0,4,6,1,0,0,0,0,0,0
"65a82a5c911961c932169c0e220e77b2",0,0,100,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
"65fae1cc8350d0a68fc428a88029ab6b",0,0,0,0,2,0,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"67dbb76f582ee5bf148f1cbd5681492d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"68aaa816a09bddf77302d383796b276c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"6942704434a505ba317ab4d27f103bb4",0,0,0,0,0,0,0,2,25,0,0,0,0,0,0,0,2,0,0,0,0,0
"6ab700bd29db8f5769564ce0793ab73b",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
"6b283e64341526a8b63ca659dfef98e5",0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3
"6b35850428fbd3b320f25fe218af3a78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"6b51ff66089cf55810ad6ce88b57b7cc",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6d5f29dd52b4561905067ff97092fd44",0,7,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6e04eb0b099d89855e4e229caca943a4",0,0,0,0,0,0,0,0,0,2,4,2,5,0,0,0,0,0,0,0,0,0
"6e14aa93e976f784b5235093a71d2f92",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0
"6e28ba17b7b0e0bb43a0bf751695f359",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708216a98c09c4f783e6909da2ae8a8d",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"70b1d53995e11a3784ad8f0b5b37587c",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71a23410090543485e2fc7f9dc4b01ab",0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0
"72663adb78a1b10cc8deaeb60fe50f8e",0,0,0,15,35,0,17,0,0,0,0,0,0,1,0,3,45,0,0,0,0,0
"72e56a4a661eadae7fa982e4fd1b0ed0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76f45a2c24394cc20bcddc70e161cd19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7788ec9eddc5562d91e3fd1851aa6213",305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77a077fcf2ffd409485ebe1955b3823d",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7915e904854d62bb98a3ea97da1caa55",10,0,3,5,2,0,5,17,0,0,0,0,3,0,26,9,24,0,0,0,0,0
"79b7e3faaf31afd8cffed6f23ce67837",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79cf246d95e57fc55d2c8e8e08defcde",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7a42a710f96456fb475a7d48b9d4c16a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7cc7a38e8cf0616a3f6f1d79f3689334",0,0,0,0,0,0,0,0,0,0,7,32,0,0,0,0,0,0,0,0,0,5
"7ed15f94370ddcaa0d8781924978e3dd",4,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"80de25715ab3930d4ca22131f051a4f8",3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
"80e06b2036a459dadbcfaab12f6c2211",3,1,23,228,156,26,5,17,1,1,2,5,30,144,1,0,104,0,1,0,9,10
"819695b9f19e3ce24ad4083e838c4026",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"81eace73448014b04931fe4155306f87",13,12,17,0,0,0,0,0,0,1,6,2,0,0,1,0,0,0,0,2,4,0
"82788aa8b553c94bcdda7cb288a55f0e",0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82a563c106adf542cadf1d99a106fa6d",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"82d6d3ac7538e2c371fd436c703630a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"82f4c04442a2a19515d138b96814cc93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"834990a492f476e58aed535214de8533",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
