"","HPC1521","HPC1522","HPC1524","HPC1525","HPC1526","HPC1527","HPC1528","HPC1529","HPC1531","HPC1532","HPC1533","HPC1534","HPC1536","HPC1539","HPC1540","HPC1541","HPC1542","HPC1544","HPC1546","HPC1547","HPC1549","HPC1550"
"72ba7a941d2c0b8b8c06da729c88e025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"7341a868b2cf72ab81d78d6a0e907f7a",0,2,1,26,5,4,0,4,0,3,0,0,0,2,0,0,0,0,0,0,3,4
"74c9fbc18db3da3560db04b0517ce884",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75fc6d9895fa40375fb4f40db931ba39",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7605961befa3702a958c526a0d655366",0,0,0,3,4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"797c4f9a3de7217f8b7f1be97a35b6f0",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79cf246d95e57fc55d2c8e8e08defcde",0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
"79d0536ab827c670f238ea1f1946c9b0",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"7ad42309487add8cf835a5ac224d93d3",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7bdd6dd2e1578b5ca8cb56bce22e3234",0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7cc7a38e8cf0616a3f6f1d79f3689334",0,0,0,0,0,0,17,0,0,0,0,0,0,5,34,0,0,0,35,0,0,0
"7de9654ec96241c9fc2c01f7aa6ab8be",22,11,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
"8066615053249cdc18c435736c5b9284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"808b2084c548db053486ba67b18f4a31",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"80de25715ab3930d4ca22131f051a4f8",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80e06b2036a459dadbcfaab12f6c2211",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
